,sum_move,max_move
0,5287.626755856333,621.1609345008095
1,5876.176968885143,646.5586838163745
2,5821.048634487569,888.2068014880882
3,7339.87897415008,731.2139735780518
4,6407.636044613776,618.4743824560519
5,5782.485344457406,575.6623700841393
6,6077.340999800584,817.7868400288575
7,5494.028778806048,937.2722035900817
8,6063.031852173959,886.0281067716176
9,5810.806049391156,514.5263501378834
10,4369.126940561059,668.9666195311157
11,6795.1806024438965,798.3086065024368
12,4320.511076818642,707.0855676649044
13,5448.5109433462185,793.4524290082992
14,4935.245041439164,693.9487597992111
15,6402.35309410358,900.0845908787609
16,7222.848941268658,688.313572763411
17,7078.899353441036,534.9316199351853
18,5953.477995706118,902.4094948107371
19,6527.422842891594,817.8623162691188
20,7067.58102969388,682.5964499016127
21,5488.053812208377,719.2366345930229
22,7200.273684745096,793.4227884044869
23,5245.686100624164,524.0949398836399
24,5612.816507845306,614.3164048915518
25,5729.084646553453,911.5535083410372
26,4474.70949632808,666.432599239865
27,4741.6847212594375,617.685449190322
28,6348.547517315621,655.1548418444353
29,5685.832126931226,596.5918341581495
30,5936.53618364526,821.6788399404909
31,5693.613620686009,652.90809082832
32,6428.69820838621,816.7205077570542
33,5647.274327245625,761.7185782435802
34,5111.907868524132,610.7397369615362
35,6071.337354853746,828.3723583993294
36,4716.526294632022,793.4227884044869
37,6978.890559504868,583.5368971101841
38,5934.046878666015,854.8497112780664
39,7667.669173534114,699.4370170397838
40,5417.086960664249,586.8045225970054
41,5348.21365958137,592.3161215476379
42,6048.965371517473,809.825563704639
43,9724.726775398052,678.3213576437258
44,5950.3637246376475,552.4699162613848
45,8158.2807748671885,716.6389780436431
46,5500.014648164426,675.7396227298052
47,7789.380155605238,703.1961709207638
48,8859.074829956067,693.5894283995639
49,5694.273856232981,616.6108309951167
50,7918.988255654357,798.3086065024368
51,6540.472670344948,658.2549186808847
52,6514.272746166243,793.4524290082992
53,6734.846737792698,610.7397369615362
54,6785.81395932447,610.2575444171961
55,6496.115133776164,561.7393235684624
56,6525.227337189072,677.8864211650798
57,6310.431092947547,665.6290938747529
58,7040.852899592203,709.5162934394496
59,6282.807326502088,601.5613062537475
60,6417.533869663648,693.5894283995639
61,6607.143359633552,708.1232915698539
62,6864.119802337408,718.3212964769777
63,5728.186388186432,607.9431086580946
64,6452.067080860935,493.84280817162596
65,5701.509827526599,497.1105921109552
66,6337.95907060491,455.1989707036229
67,7430.077853719833,576.9036631832087
68,5748.785922045385,887.4054619000254
69,5876.641224476134,594.4051520588581
70,6374.884139813252,583.5368971101841
71,7047.905577424366,696.1961828479806
72,7323.434405860319,666.432599239865
73,6188.207088010998,793.4227884044869
74,6356.567955827552,542.0033783687386
75,5999.684793433527,866.2584851808973
76,5830.953677469079,826.5124072139538
77,8304.495385985354,676.1811183960068
78,5966.359236281369,792.4559335656672
79,5055.779170413806,830.2596207937747
80,6011.13289298908,738.8639928972043
81,6897.612001606299,839.8370637369518
82,6516.7104989328245,792.4559335656672
83,6088.168761672005,782.0865339614625
84,5203.702060904948,639.535582113724
85,6991.994444410945,777.8508423965895
86,6717.2685681236735,706.1961483893834
87,6134.118518234634,631.7736429358441
88,5817.809908072687,680.4601768750919
89,6292.600999433613,793.4227884044869
90,4074.0885700283766,672.646524934563
91,5790.732328903492,829.3275994994426
92,5771.052502080234,719.2366345930229
93,5746.843704019964,733.6612788698955
94,5088.0802919656635,704.1284506309208
95,5853.481285883286,639.5327863366783
96,6973.982052828285,683.8959072055493
97,9079.49847467321,680.9094746638266
98,4774.47681455891,798.3086065024368
99,5837.013684868713,639.535582113724
100,5027.874835577053,790.3017193190071
101,4917.256774833541,617.7012805139735
102,5117.968366353542,657.5033568824956
103,4739.388663875609,559.2794644412319
104,6347.876742975946,586.9718235557438
105,5752.292957774017,874.6431716936341
106,5982.853461610559,647.7979650299935
107,6396.055283838052,731.4162772375904
108,15275.511144240181,768.5450506844446
109,6708.906174541205,584.8558891591067
110,6180.12644321573,721.2561182901565
111,6071.147119747843,729.6954533662487
112,6907.117627710621,565.1227519771969
113,5017.125610394656,793.0290623697382
114,5985.437066124998,606.0387765913962
115,7216.022604197802,654.2415783408438
116,5998.190043564133,817.8623162691188
117,7410.187403556694,804.0014193605175
118,4447.219779554322,772.6461715822234
119,7245.820403261495,708.8583530541124
120,6881.544408493269,851.6583998638
121,7284.799327156932,801.3794992108826
122,8525.968379427346,738.8664606957417
123,7556.957439766423,731.2139735780518
124,5061.179405752419,594.4051520588581
125,6446.045577818221,783.1379095209911
126,5570.0496574614535,725.035483058679
127,5438.306748444234,685.740443363011
128,7650.53937147445,738.8639928972043
129,5615.63833190074,706.0264073250689
130,6006.510332127184,988.3840355704064
131,9184.357373266132,753.4061768500638
132,5154.68335667227,826.5124072139538
133,7239.635245463152,752.2000997257479
134,6505.350131960937,617.7012805139735
135,4524.558864147332,629.1762274164576
136,6126.353282345139,694.7339851046883
137,6307.7513490983765,817.8623162691188
138,6272.653985712413,766.5074876883709
139,9092.085052277132,793.4524290082992
140,6412.898999429113,753.5305896495481
141,6004.486638140227,609.5566235068138
142,8820.087818201506,686.0061141050392
143,5710.808250006362,829.2788925445279
144,4694.742750569601,573.0096307441804
145,6912.740864494653,677.8474145660286
146,5794.878590161665,873.6704010302535
147,4510.273631645206,557.0996623290117
148,6532.747591247099,714.2565669747396
149,4856.138365258184,686.0061141050392
150,4957.24713588984,793.4227884044869
151,6598.019767543152,662.1422446196002
152,6606.036913678509,686.0061141050392
153,5710.764329317069,758.3099652979666
154,7153.0752885987495,822.830821075728
155,6648.778448178122,896.2617061634754
156,7546.046007908503,692.6973720434504
157,6006.111655600048,617.7012805139735
158,5811.594302627904,798.3086065024368
159,5459.764438262149,824.6401450233535
160,4252.007712026407,594.4051520588581
161,5109.453001598955,1059.64396477602
162,5317.174251306526,719.2366345930229
163,5566.637153193415,613.848515515025
164,5142.096949160904,838.7592474651271
165,6333.983482590515,783.2400614468797
166,5730.833233716737,663.2002377828455
167,6716.390363948396,753.5305896495481
168,7390.135351739176,705.2469093223534
169,5892.453395470132,630.4853126615195
170,8682.94804649603,798.4448072506491
171,6017.499679884605,560.1671902028164
172,5572.985625544352,731.8803852027427
173,7402.891954225519,809.8569236921403
